Key,Domain,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Description,ImagePath,SourceURL
Question_MQ_Parsed_Sports_Normal_0220,Sports,Sports,Normal,"In a losing effort, what Boston Celtics player was the leading scorer and rebounder for Team LeBron at the 2023 NBA All-Star Game?",Marcus Smart,Al Horford,Bam Adebayo,Jaylen Brown,Jaylen Brown,"At the 2023 All-Star break, Brown was averaging 26.5 points per game and was noted for his defensive prowess. In the 2023 All-Star Game, Brown made 16 of his 27 shots and collected 14 rebounds. An interesting aspect of the All-Star Game format is that teammates can play against each other as was the case with the Boston Celtics stars Jaylen Brown and Jayson Tatum who both made shots against each other.",,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Sports_Normal_0221,Sports,Sports,Normal,What former Slam Dunk Champion in 2018 that was traded to the Cavaliers prior to the 2022-23 season scored 40 points and had 10 assists in the 2023 NBA All-Star Game?,Kevin Huerter,Zach LaVine,Donovan Mitchell,Tyler Herro,Kevin Huerter,"Mitchell played his first five seasons for the Utah Jazz during which he averaged 23.9 points per game. In early 2023 while a member of the Cleveland Cavaliers, Mitchell scored 71 points in a game and he became the first player to have 70+ points and 10+ assists in the same game. In the 2023 All-Star Game, Mitchell made 15 of his 25 shots including eight three-pointers.",,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Sports_Normal_0222,Sports,Sports,Normal,Team Giannis dominated Team LeBron in three-point shots at the 2023 NBA All-Star Game.  Which player made 10-three point shots and set an NBA All-Star Game record with 55 points?,DeMar DeRozan,Jayson Tatum,Pascal Siakam,Paul George,Jayson Tatum,,,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Sports_Normal_0223,Sports,Sports,Normal,"Fresh off of competing in the Three-Point Contest days prior, what player hit the game winning three-pointer to give Team Giannis the win 184-175 at the 2023 NBA All-Star Game?",Ja Morant,Damian Lillard,Jrue Holiday,Nikola Jokiæ,Damian Lillard,Lilllard made a three-pointer in the fourth quarter that brought the score for Team Giannis to 184 points. The All-Star Game was set up whereby a target score (182) had to be met after which the game would end and the team that reached that score would be declared the winner.,,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Culture_Hard_0212,Culture,Music,Hard,This country legend goes on a fruit juice fast and retreats to her mountain cabin when she needs creative inspiration.,Martina McBride,Dolly Parton,Loretta Lynn,Trisha Yearwood,Dolly Parton,"Parton Grandaughter of a Pentecostal minister, her fasting and isolation must help creativity as she has written more than 3,000 songs.",,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0213,Culture,Music,Hard,The members of this group are all classically trained.,The Carter Family,Allison Kraus and Union Station,The Dixie Chicks,The Judds,The Dixie Chicks,Dixie Chicks The Dixie Chicks are classically trained and Natalie Maines had a vocal music scholarship to Berklee College of Music in Boston.,,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0214,Culture,Music,Hard,"This Opry Legend rarely sang a note, studied Shakespeare and favored classical music.",Minnie Pearl,Kitty Wells,Mother Maybelle Carter,Jeanne Shephard,Minnie Pearl,"She attended the upscale Ward-Belmont College in Nashville. Well known for her country comedy, her signature opening line was: ""Howdeee! I'm just so proud to be here!""",,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0215,Culture,Music,Hard,"This popular legend wrote ""Ring of Fire"" about her affair with a married man who later became her husband.",June Carter Cash,Cindy Walker,Roseanne Cash,Mather Maybelle Carter,June Carter Cash,"Carter Cash Johnny Cash later said he awakened in the middle of the night hearing mariachi horns in his head, and thus one of the great country songs of all times came to be.",,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0216,Culture,Music,Hard,"This country legend is known for her rich alto voice.  When he was 12 years old and she was already famous, Marty Stewart told his Mother: ""I am going to marry her one day!"".",Wynnona Judd,Martina McBride,Connie Smith,Sarah Evans,Connie Smith,,,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0217,Culture,Music,Hard,"This country legend was relatively unknown to most, when she was inducted into the Country Music Hall of Fame for her compositions.  She made history and many tears with her ""--and tonight I am wearing that dress!"" speech.",Cindy Walker,K. T. Oslin,Lucinda Williams,Mary Chapin Carpenter,Cindy Walker,,,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0218,Culture,Music,Hard,"This country legend who once wore conservative gingham dresses and refused to record Kris Kristopherson's ""Help Me Make It Through the Night"" because it was ""too sexy"", graduated to spandex and once posed for men's magazine OUI.",Lorrie Morgan,Dottie West,Tanya Tucker,Lynn Anderson,Dottie West,West She declared bankruptcy in 1990 and died after her car flipped on her way to a Nashville performance in September of 1991.,,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0219,Culture,Music,Hard,"She was the first woman in country music to have a million-selling single:  ""I Want To Be a Cowboy's Sweetheart"".",LeAnn rimes,Patsy Montana,Barbara Mandrell,Brenda Lee,Patsy Montana,,,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0220,Culture,Music,Hard,"Born Eileen Edwards in Canada on Aug. 28,1965, she has been accused of exploiting her stepfather's Indian roots.",Shania Twain,k.d.  Lang,Crystal Gale,Anne Murray,Shania Twain,"In 1987 at age 21, she lost both parents in a car accident and was left with the care of 3 younger siblings. She kept the family together with a job at Ontario's Deerhurst Resort where she learned every aspect of performance.",,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Hard_0221,Culture,Music,Hard,"Born Sept. 21, 1967 and raised in Star, Mississippi, this country diva was adopted at one week of age.",Faith Hill,Lee Ann Womack,Lucinda Williams,Wanda Jackson,Faith Hill,"Her father, one of 14 children, left school to help support his family, never learned to read.",,https://www.funtrivia.com/quiz/music/opry-divas-192901.html
Question_MQ_Parsed_Culture_Normal_0215,Culture,People,Normal,"Which famous 16th and 17th century playwright ""shuffled off this mortal coil"" on April 23rd, 1616 (widely believed to have been his 52nd birthday)?","William Stanley, 6th Earl of Derby",Francis Bacon,William Shakespeare,Christopher Marlowe,William Shakespeare,"In keeping with regular British church tradition at the time, his baptism would have come no more than a week from his birth and a three day period seems reasonable. Shakespeare passed on, leaving this world some of its most amazing and memorable literature. He also left his wife their ""second best bed"". The incorrect choices are kind of a cheeky wink, as all of them have been proposed as the ""real"" authors of the Shakespeare works by toffee-nosed stuck-ups who can't imagine a ""peasant"" writing true literature.",,https://www.funtrivia.com/quiz/people/a-time-to-be-born-a-time-to-die-416809.html
Question_MQ_Parsed_Culture_Normal_0216,Culture,People,Normal,"This Swedish actress left us on Aug. 29, 1982, the same day that she had been born not 67 years earlier.  Though we no longer have her, ""we will always have Paris"".",Ingmar Bergman,Katherine Hepburn,Lauren Bacall,Ingrid Bergman,Ingrid Bergman,,,https://www.funtrivia.com/quiz/people/a-time-to-be-born-a-time-to-die-416809.html
Question_MQ_Parsed_Culture_Normal_0217,Culture,People,Normal,"This woman joined us February 4, 1921 and left us February 4, 2006.  During her sojourn on earth she used her ""Mystique"" to help as many women as she could.  Tell us who this feminist icon is, and do it NOW.",Gloria Gaynor,Gloria Steinem,Betty Friedan,Betty Grable,Betty Friedan,,,https://www.funtrivia.com/quiz/people/a-time-to-be-born-a-time-to-die-416809.html
Question_MQ_Parsed_Culture_Normal_0218,Culture,People,Normal,"An American accountant better known for an invention of his, went ""pop"" on January 8, 1998, on his 93rd birthday.  His death would have been mourned around the world - except for Singapore, where his invention is illegal.  Who was it and what did he invent?",Walter Diemer - Bubble gum,Hurley Smith - The pocket protector,Charles F. Kettering - The adding machine,Joseph Priestley - Carbonated soda,Walter Diemer - Bubble gum,,,https://www.funtrivia.com/quiz/people/a-time-to-be-born-a-time-to-die-416809.html
Question_MQ_Parsed_Culture_Normal_0219,Culture,People,Normal,"This country great and ""Okie from Muskogee"" sang himself back home on April 6, 2016, his 79th birthday.",Hank Williams,Waylon Jennings,Merle Haggard,Ken Jennings,Merle Haggard,""" Haggard was a country outlaw, that was actually an outlaw. He robbed a roadhouse, was sent to prison, tried to escape and was then transferred to the infamous San Quentin. While there, he started a prison hooch operation, which sent him to solitary. Prison, and the execution of one of his fellow escapees, changed Haggard and he turned to music as his outlet for the frustrations of being a poor working man. His songs were deeply rooted in the soil of the American proletariat, and while Woody Guthrie comparisons are apt, he is Woody if Woody hadn't been so nice.",,https://www.funtrivia.com/quiz/people/a-time-to-be-born-a-time-to-die-416809.html
Question_MQ_Parsed_Culture_Normal_0220,Culture,People,Normal,"This early jazz era saxophonist blew out of this world on May 14th, 1959, only 62 years after he blew-in in 1897.  He was the first jazz soloist ever to be recorded.",Louis Armstrong,"Huddie William ""Leadbelly"" Ledbetter",John Zorn,Sidney Bechet,Louis Armstrong,,,https://www.funtrivia.com/quiz/people/a-time-to-be-born-a-time-to-die-416809.html
